"if_you_experience_symptoms_of_warning_signs,_which_specialist_would_you_consult?",do_you_know_what_is_a_brain_stroke?,how_soon_would_you_consult_a_specialist_after_experiencing_the_first_symptom?,"do_you_think_sudden_confusion_,trouble_speaking_or_understanding_speech_is_a_stroke_symptom?","do_you_think_sudden_numbness_or_weakness_of_face,_arm_or_leg_is_a_symptom_of_stroke?",do_you_think_sudden_nosebleed_is_a_stroke_of_symptom?,do_you_think_trouble_seeing_in_one_or_both_the_eyes_is_a_stroke_symptom?,age,gender,educational_level,salary,first_contact_after_experiencing_symptom,how_soon_treatment_should_be_taken_after_noticing_symptoms,where_to_go_after_experiencing_symptoms_of_brain_stroke,stroke_symptoms,risk_factors,what_advice_would_you_give_for_someone_experiencing_stroke_symptoms,score_specialist,score_know_stroke,score_action_first_symptom,score_confusion,score_numbness,score_nosebleed,score_vision,score_first_contact,score_urgency,score_location,score_symptoms,score_risk,score_advice,total_raw_score,awareness_score
"ENT (Ear, Nose, and Throat specialist)",No,Within a week,no,no,yes,no,15-25,Male,high school,not_specified,no_response,no_response,hospital_or_medical_centre,no_response,Unaware,no_response,2,0,0,0,0,0,0,0,0,3,0,0,0,21,1.81
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,"2,00,001 - 4,00,000",hospital,immediately,hospital_or_medical_centre,dizziness,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,2,1,1,0,1,3,2,3,0,2,0,69,5.95
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Male,graduate,"2,00,001 - 4,00,000",doctor,after_checkup _or_medical_tests,hospital_or_medical_centre,"paralysis_or_weakness,dizziness",diabetes_or_obesity,seek_medical_help,4,1,0,1,1,0,1,0,0,3,1,1,0,50,4.31
Physician,No,Within a day,maybe,maybe,no,no,41-60,Male,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,"2,00,001 - 4,00,000",hospital,immediately,hospital_or_medical_centre,dizziness,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",seek_medical_help,4,1,0,1,1,0,1,3,2,3,0,2,0,75,6.47
Physician,No,Within a week,no,no,no,no,15-25,Female,undergraduate,not_specified,no_response,after_few_days_(2-3days_or_week),hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,3,0,0,0,19,1.64
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"4,00,001 - 6,00,000",hospital,immediately,hospital_or_medical_centre,dizziness,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",seek_medical_help,0,1,0,1,1,0,1,3,2,3,0,2,0,63,5.43
"ENT (Ear, Nose, and Throat specialist)",No,Within a week,maybe,no,no,maybe,15-25,Female,undergraduate,not_specified,family/friend,unaware,hospital_or_medical_centre,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,3,0,0,0,25,2.16
Physician,No,Immediately,yes,yes,yes,yes,26-40,Female,other,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,0,2,1,1,0,1,4,2,3,3,2,0,78,6.72
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,other,"2,00,001 - 4,00,000",hospital,immediately,hospital_or_medical_centre,dizziness,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,2,1,1,0,1,3,2,3,0,2,0,69,5.95
Orthopedic,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",call_emergency_services,0,1,2,1,1,0,1,4,2,3,3,2,3,89,7.67
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Male,high school,not_specified,family/friend,after_few_days_(2-3days_or_week),hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,3,0,0,0,17,1.47
Physician,No,Immediately,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,2,1,1,0,1,4,2,3,0,0,0,63,5.43
Physician,No,Within a week,no,maybe,maybe,no,15-25,Female,high school,"2,00,001 - 4,00,000",family/friend,after_few_days_(2-3days_or_week),other,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Neurologist,No,Within a day,maybe,maybe,no,no,41-60,Male,graduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,2,0,0,0,0,0,0,0,16,1.38
Neurologist,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",doctor,no_response,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,2,1,1,0,1,0,0,3,3,2,0,65,5.6
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,not_specified,hospital,immediately,hospital_or_medical_centre,dizziness,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,4,1,0,1,1,0,1,3,2,3,0,2,0,75,6.47
Physician,No,Within a day,yes,yes,yes,yes,41-60,Male,high school,"4,00,001 - 6,00,000",family/friend,unaware,Unknown /No Response,no_response,Unaware,unaware,0,0,0,1,1,0,1,0,0,0,0,0,0,12,1.03
Physician,Yes,Immediately,maybe,yes,yes,yes,15-25,Female,graduate,not_specified,family/friend,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",avoid_food_or_drink_sleep,0,1,2,0,1,0,1,0,2,3,3,2,0,58,5.0
Neurologist,No,Immediately,maybe,maybe,no,no,41-60,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,2,0,0,2,0,0,0,0,0,0,0,22,1.9
Neurologist,No,Within a day,yes,yes,yes,yes,26-40,Female,high school,"4,00,001 - 6,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness,headache","diabetes_or_obesity, Unaware",avoid_food_or_drink_sleep,4,0,0,1,1,0,1,3,2,3,2,1,0,73,6.29
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,other,"2,00,001 - 4,00,000",hospital,immediately,hospital_or_medical_centre,dizziness,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,0,1,1,0,1,3,2,3,0,2,0,63,5.43
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,"2,00,001 - 4,00,000",hospital,immediately,hospital_or_medical_centre,paralysis_or_weakness,other,seek_medical_help,0,1,2,1,1,0,1,3,2,3,1,0,0,66,5.69
Physician,No,Within a week,no,no,no,no,26-40,Female,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34
Physician,No,Immediately,yes,yes,yes,yes,41-60,Male,graduate,"2,00,001 - 4,00,000",family/friend,after_checkup _or_medical_tests,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,2,1,1,0,1,0,0,3,0,0,0,33,2.84
Physician,No,Immediately,maybe,maybe,no,no,41-60,Male,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,2,0,0,2,0,0,0,0,0,0,0,10,0.86
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,0,1,0,1,1,0,1,3,2,3,3,2,0,72,6.21
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Female,high school,not_specified,emergency_services,immediately,emergency_services,"dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",other,0,1,0,1,1,0,1,4,2,4,0,2,0,73,6.29
Physician,No,Within a day,no,no,no,no,26-40,Male,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,not_specified,hospital,after_few_days_(2-3days_or_week),hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,0,1,1,0,1,3,0,3,3,2,0,62,5.34
Physician,No,Within a day,maybe,maybe,no,no,60+,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,diabetes_or_obesity,no_response,0,0,0,0,0,2,0,0,0,0,0,1,0,7,0.6
Neurologist,Yes,Within a day,yes,yes,yes,yes,60+,Male,high school,"4,00,001 - 6,00,000",emergency_services,after_few_days_(2-3days_or_week),hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,0,1,1,0,1,4,0,3,3,1,0,76,6.55
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Male,graduate,not_specified,family/friend,after_few_days_(2-3days_or_week),doctor_or_specialist,speech_or_confusion,"diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",seek_medical_help,0,1,0,1,1,0,1,0,0,0,1,2,0,26,2.24
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,not_specified,emergency_services,immediately,emergency_services,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,0,1,2,1,1,0,1,4,2,4,3,2,0,88,7.59
Physician,Yes,Within a day,maybe,maybe,maybe,maybe,26-40,Male,high school,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",call_emergency_services,0,1,0,0,0,1,0,0,2,3,3,2,3,53,4.57
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,"4,00,001 - 6,00,000",hospital,after_few_days_(2-3days_or_week),hospital_or_medical_centre,no_response,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",seek_medical_help,4,1,2,1,1,0,1,3,0,3,0,2,0,71,6.12
Physician,No,Within a day,no,no,no,no,60+,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,diabetes_or_obesity,no_response,0,0,0,0,0,2,0,0,0,0,0,1,0,7,0.6
Physician,No,Immediately,yes,yes,yes,yes,60+,Male,high school,"2,00,001 - 4,00,000",family/friend,unaware,hospital_or_medical_centre,no_response,Unaware,unaware,0,0,2,1,1,0,1,0,0,3,0,0,0,33,2.84
Physician,No,Within a day,yes,yes,yes,yes,41-60,Male,high school,"4,00,001 - 6,00,000",doctor,after_few_days_(2-3days_or_week),hospital_or_medical_centre,no_response,Unaware,unaware,0,0,0,1,1,0,1,0,0,3,0,0,0,27,2.33
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,"4,00,001 - 6,00,000",hospital,after_few_days_(2-3days_or_week),hospital_or_medical_centre,no_response,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",seek_medical_help,4,1,2,1,1,0,1,3,0,3,0,2,0,71,6.12
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,0,1,0,1,1,0,1,0,2,3,2,2,0,54,4.66
Physician,No,Within a day,yes,yes,yes,yes,15-25,Female,high school,not_specified,doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,0,0,0,1,1,0,1,0,0,0,3,2,0,27,2.33
Physician,No,Immediately,yes,yes,yes,yes,41-60,Male,high school,"4,00,001 - 6,00,000",no_response,no_response,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,2,1,1,0,1,0,0,3,0,0,0,33,2.84
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,hospital,after_few_days_(2-3days_or_week),hospital_or_medical_centre,paralysis_or_weakness,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,4,1,0,1,1,0,1,3,0,3,1,2,0,68,5.86
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,2,1,1,0,1,3,2,3,3,2,0,78,6.72
Physician,No,Within a day,no,no,no,no,41-60,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,smoking_or_alcohol_or_drugs,no_response,0,0,0,0,0,2,0,0,0,0,0,1,0,7,0.6
Physician,No,Immediately,no,no,no,no,41-60,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,age_or_family_history_of_stroke_gender,no_response,0,0,2,0,0,2,0,0,0,0,0,0,0,10,0.86
Neurologist,No,Within a day,no,no,no,no,41-60,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,2,0,0,0,0,0,0,0,16,1.38
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Male,high school,"4,00,001 - 6,00,000",doctor,after_few_days_(2-3days_or_week),hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",call_emergency_services,0,1,2,1,1,0,1,0,0,3,3,2,3,59,5.09
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",doctor,after_few_days_(2-3days_or_week),hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",seek_medical_help,0,1,2,1,1,0,1,0,0,3,3,1,0,50,4.31
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Female,high school,not_specified,family/friend,after_few_days_(2-3days_or_week),other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,4,1,0,1,1,0,1,0,0,0,3,2,0,44,3.79
Physician,No,Within a day,no,maybe,maybe,maybe,26-40,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Physician,No,Within a day,yes,yes,yes,yes,60+,Female,high school,"2,00,001 - 4,00,000",no_response,after_few_days_(2-3days_or_week),hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,1,1,0,1,0,0,3,0,0,0,27,2.33
Physician,No,Within a day,no,no,no,no,26-40,Male,high school,"2,00,001 - 4,00,000",doctor,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34
Neurologist,Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,0,1,1,0,1,0,2,3,3,2,0,69,5.95
Physician,No,Within a day,maybe,no,maybe,maybe,26-40,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Physician,No,Immediately,yes,yes,yes,yes,60+,Female,high school,"2,00,001 - 4,00,000",family/friend,unaware,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,2,1,1,0,1,0,0,3,0,0,0,33,2.84
Physician,No,Immediately,yes,yes,yes,yes,60+,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,2,1,1,0,1,0,0,3,0,0,0,33,2.84
Neurologist,Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,0,1,1,0,1,0,2,3,3,1,0,66,5.69
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Female,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Physician,No,Within a day,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,0,0,1,1,0,1,0,2,3,3,2,0,52,4.48
Neurologist,Yes,Immediately,yes,yes,yes,yes,60+,Male,high school,"2,00,001 - 4,00,000",doctor,after_few_days_(2-3days_or_week),hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",call_emergency_services,4,1,2,1,1,0,1,0,0,3,3,2,3,71,6.12
Physician,No,Immediately,yes,yes,yes,yes,60+,Female,high school,"2,00,001 - 4,00,000",no_response,after_few_days_(2-3days_or_week),hospital_or_medical_centre,no_response,Unaware,no_response,0,0,2,1,1,0,1,0,0,3,0,0,0,33,2.84
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Male,graduate,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Female,high school,not_specified,family/friend,after_few_days_(2-3days_or_week),other,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,4,1,0,1,1,0,1,0,0,0,3,2,0,44,3.79
Physician,No,Immediately,yes,yes,yes,yes,60+,Male,high school,"2,00,001 - 4,00,000",family/friend,unaware,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,2,1,1,0,1,0,0,3,0,0,0,33,2.84
Neurologist,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,4,1,2,1,1,0,1,0,0,0,3,2,0,50,4.31
Physician,No,Immediately,yes,yes,yes,yes,60+,Male,high school,not_specified,family/friend,after_few_days_(2-3days_or_week),hospital_or_medical_centre,no_response,Unaware,no_response,0,0,2,1,1,0,1,0,0,3,0,0,0,33,2.84
Neurologist,No,Immediately,yes,yes,yes,yes,60+,Male,high school,not_specified,family/friend,no_response,doctor_or_specialist,no_response,Unaware,no_response,4,0,2,1,1,0,1,0,0,0,0,0,0,30,2.59
Physician,No,Within a day,maybe,maybe,maybe,maybe,26-40,Male,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,doctor,no_response,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",avoid_food_or_drink_sleep,0,1,2,1,1,0,1,0,0,0,3,2,0,38,3.28
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,not_specified,family/friend,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",avoid_food_or_drink_sleep,0,1,2,1,1,0,1,0,2,3,3,2,0,63,5.43
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,other,not_specified,hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,0,1,2,1,1,0,1,3,2,3,3,2,0,78,6.72
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,0,1,2,1,1,0,1,3,2,3,3,2,0,78,6.72
Neurologist,No,Within a day,no,no,no,no,41-60,Female,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,2,0,0,0,0,0,0,0,16,1.38
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",doctor,after_few_days_(2-3days_or_week),hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",seek_medical_help,0,1,0,1,1,0,1,0,0,3,3,1,0,44,3.79
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Male,other,not_specified,emergency_services,immediately,emergency_services,"dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",other,0,1,2,1,1,0,1,4,2,4,0,2,0,79,6.81
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,not_specified,no_response,immediately,doctor_or_specialist,"vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,2,1,1,0,1,0,2,0,1,2,0,42,3.62
Neurologist,Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,not_specified,family/friend,after_few_days_(2-3days_or_week),doctor_or_specialist,speech_or_confusion,"diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",seek_medical_help,4,1,2,1,1,0,1,0,0,0,1,2,0,44,3.79
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,0,1,2,1,1,0,1,4,2,3,2,2,0,80,6.9
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,"below 2,00,000",emergency_services,immediately,hospital_or_medical_centre,"vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,0,1,0,1,1,0,1,4,2,3,1,2,0,71,6.12
Physician,No,Immediately,no,no,no,no,26-40,Female,high school,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,2,0,0,2,0,0,0,0,0,0,0,10,0.86
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,4,1,2,1,1,0,1,4,2,3,3,2,0,95,8.19
Physician,No,Immediately,no,no,no,no,41-60,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,2,0,0,2,0,0,0,0,0,0,0,10,0.86
Physician,No,Immediately,no,yes,yes,yes,15-25,Male,high school,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,unaware,0,0,2,0,1,0,1,0,0,0,0,0,0,13,1.12
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Male,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Neurologist,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,emergency_services,after_few_days_(2-3days_or_week),hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, age_or_family_history_of_stroke_gender, Unaware",seek_medical_help,4,1,2,1,1,0,1,4,0,3,3,1,0,82,7.07
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,high school,"2,00,001 - 4,00,000",emergency_services,no_response,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",call_emergency_services,0,1,2,1,1,0,1,4,0,3,3,2,3,79,6.81
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,other,"2,00,001 - 4,00,000",family/friend,immediately,emergency_services,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",seek_medical_help,0,1,0,1,1,0,1,0,2,4,3,2,0,62,5.34
Neurologist,No,Immediately,maybe,no,maybe,maybe,15-25,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,2,0,0,1,0,0,0,0,0,0,0,20,1.72
