"if_you_experience_symptoms_of_warning_signs,_which_specialist_would_you_consult?",do_you_know_what_is_a_brain_stroke?,how_soon_would_you_consult_a_specialist_after_experiencing_the_first_symptom?,"do_you_think_sudden_confusion_,trouble_speaking_or_understanding_speech_is_a_stroke_symptom?","do_you_think_sudden_numbness_or_weakness_of_face,_arm_or_leg_is_a_symptom_of_stroke?",do_you_think_sudden_nosebleed_is_a_stroke_of_symptom?,do_you_think_trouble_seeing_in_one_or_both_the_eyes_is_a_stroke_symptom?,age,gender,educational_level,salary,first_contact_after_experiencing_symptom,how_soon_treatment_should_be_taken_after_noticing_symptoms,where_to_go_after_experiencing_symptoms_of_brain_stroke,stroke_symptoms,risk_factors,what_advice_would_you_give_for_someone_experiencing_stroke_symptoms,score_specialist,score_know_stroke,score_action_first_symptom,score_confusion,score_numbness,score_nosebleed,score_vision,score_first_contact,score_urgency,score_location,score_symptoms,score_risk,score_advice,score_symptoms_combined,total_raw_score,symptom_awareness_score,awareness_score
Physician,No,I would not consult a specialist,no,no,no,no,15-25,Male,undergraduate,not_specified,no_response,no_response,Unknown /No Response,headache,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86
Physician,No,Within a day,yes,yes,yes,yes,41-60,Female,graduate,"above 8,00,000",no_response,after_few_days_(2-3days_or_week),hospital_or_medical_centre,no_response,Unaware,call_emergency_services,2,0,1,1,1,0,1,0,0,3,0,0,3,12,42,4.8,3.62
Neurologist,Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,"2,00,001 - 4,00,000",no_response,immediately,doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,4,1,2,1,1,0,1,0,2,0,3,3,0,21,63,8.4,5.43
"ENT (Ear, Nose, and Throat specialist)",No,Other,no,no,no,no,15-25,Female,graduate,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,1.6,0.34
Neurologist,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"4,00,001 - 6,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,4,1,2,1,1,0,1,0,2,3,3,3,0,21,78,8.4,6.72
Orthopedic,Yes,Within a day,yes,yes,yes,yes,60+,Female,other,not_specified,family/friend,after_few_days_(2-3days_or_week),doctor_or_specialist,speech_or_confusion,"diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",seek_medical_help,0,1,1,1,1,0,1,0,0,0,1,3,0,15,32,6.0,2.76
Physician,No,Immediately,yes,yes,no,yes,15-25,Female,graduate,"below 2,00,000",no_response,no_response,Unknown /No Response,headache,Unaware,no_response,2,0,2,1,1,2,1,0,0,0,0,0,0,16,28,6.4,2.41
Physician,Yes,Immediately,yes,yes,no,yes,15-25,Male,undergraduate,"below 2,00,000",no_response,no_response,Unknown /No Response,headache,Unaware,no_response,2,1,2,1,1,2,1,0,0,0,0,0,0,16,33,6.4,2.84
Physician,No,Immediately,yes,yes,yes,yes,41-60,Male,high school,not_specified,family/friend,unaware,hospital_or_medical_centre,no_response,Unaware,call_emergency_services,2,0,2,1,1,0,1,0,0,3,0,0,3,12,45,4.8,3.88
Neurologist,No,Immediately,yes,yes,yes,yes,41-60,Female,graduate,not_specified,hospital,after_few_days_(2-3days_or_week),hospital_or_medical_centre,no_response,Unaware,call_emergency_services,4,0,2,1,1,0,1,3,0,3,0,0,3,12,66,4.8,5.69
Neurologist,No,Immediately,maybe,maybe,no,maybe,26-40,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,2,0,0,2,0,0,0,0,0,0,0,4,22,1.6,1.9
Physician,Yes,Within a day,yes,yes,maybe,maybe,15-25,Female,graduate,"2,00,001 - 4,00,000",family/friend,immediately,doctor_or_specialist,speech_or_confusion,diabetes_or_obesity,seek_medical_help,2,1,1,1,1,1,0,0,2,0,1,1,0,15,42,6.0,3.62
Neurologist,Maybe,I would not consult a specialist,no,no,no,no,15-25,Female,high school,"below 2,00,000",doctor,unaware,Unknown /No Response,dizziness,other,no_response,4,0,0,0,0,2,0,0,0,0,0,0,0,4,16,1.6,1.38
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",doctor,after_checkup _or_medical_tests,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,2,1,2,1,1,0,1,0,0,3,3,3,0,21,62,8.4,5.34
Physician,No,Immediately,yes,yes,yes,yes,41-60,Female,high school,"2,00,001 - 4,00,000",family/friend,after_few_days_(2-3days_or_week),hospital_or_medical_centre,no_response,Unaware,call_emergency_services,2,0,2,1,1,0,1,0,0,3,0,0,3,12,45,4.8,3.88
Physician,No,Within a month,no,no,no,no,26-40,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86
Physician,No,Immediately,yes,yes,yes,yes,60+,Male,high school,not_specified,doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,2,0,2,1,1,0,1,0,0,0,3,4,0,21,45,8.4,3.88
Orthopedic,No,Within a week,no,no,maybe,no,26-40,Male,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.8,0.17
Physician,No,Immediately,yes,yes,yes,yes,41-60,Male,high school,"4,00,001 - 6,00,000",family/friend,after_few_days_(2-3days_or_week),other,no_response,Unaware,call_emergency_services,2,0,2,1,1,0,1,0,0,0,0,0,3,12,30,4.8,2.59
Physician,Yes,Immediately,maybe,yes,maybe,yes,15-25,Male,speciality,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,paralysis_or_weakness,Unaware,no_response,2,1,2,0,1,1,1,0,0,0,1,0,0,12,29,4.8,2.5
Physician,No,Within a day,maybe,maybe,maybe,maybe,15-25,Male,other,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,other,no_response,2,0,1,0,0,1,0,0,0,0,0,0,0,2,11,0.8,0.95
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Male,high school,not_specified,family/friend,after_few_days_(2-3days_or_week),other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,2,1,2,1,1,0,1,0,0,0,3,4,0,21,50,8.4,4.31
Physician,No,Within a week,maybe,maybe,no,maybe,26-40,Female,high school,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"4,00,001 - 6,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,1,2,1,1,0,1,0,2,3,3,4,0,21,75,8.4,6.47
Neurologist,Yes,Within a day,no,no,no,no,15-25,Male,graduate,"2,00,001 - 4,00,000",doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache",other,other,4,1,1,0,0,2,0,0,0,0,3,0,0,13,33,5.2,2.84
Neurologist,Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",keep_the_person_calm,4,1,1,1,1,0,1,0,2,3,3,4,0,21,78,8.4,6.72
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Male,graduate,not_specified,doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",unaware,2,1,1,1,1,0,1,0,0,0,3,4,0,21,47,8.4,4.05
Neurologist,No,Immediately,yes,yes,yes,yes,60+,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,2,1,1,0,1,0,0,0,0,0,0,12,30,4.8,2.59
Neurologist,No,Within a month,no,maybe,maybe,maybe,15-25,Male,other,"below 2,00,000",no_response,no_response,Unknown /No Response,speech_or_confusion,Unaware,no_response,4,0,0,0,0,1,0,0,0,0,1,0,0,5,17,2.0,1.47
Physician,Yes,Immediately,maybe,maybe,maybe,maybe,15-25,Male,graduate,not_specified,no_response,no_response,Unknown /No Response,"paralysis_or_weakness,dizziness",Unaware,no_response,2,1,2,0,0,1,0,0,0,0,1,0,0,5,22,2.0,1.9
Orthopedic,No,Within a day,maybe,maybe,no,no,41-60,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,call_emergency_services,0,0,1,0,0,2,0,0,0,0,0,0,3,4,13,1.6,1.12
Physician,No,Within a day,no,no,no,no,26-40,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,1,0,0,2,0,0,0,0,0,0,0,4,13,1.6,1.12
Physician,No,Within a week,yes,yes,yes,yes,15-25,Male,graduate,"4,00,001 - 6,00,000",hospital,immediately,other,"vision_problems,headache",other,observe_and_monitor_symptoms,2,0,0,1,1,0,1,3,2,0,1,0,0,15,46,6.0,3.97
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,graduate,"4,00,001 - 6,00,000",hospital,immediately,hospital_or_medical_centre,dizziness,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,2,1,1,1,1,0,1,3,2,3,0,3,0,12,75,4.8,6.47
Physician,No,Immediately,yes,yes,yes,yes,60+,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,2,1,1,0,1,0,0,0,0,0,0,12,24,4.8,2.07
Physician,No,Within a week,no,no,no,no,26-40,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86
Neurologist,No,Immediately,maybe,maybe,no,no,41-60,Female,graduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,2,0,0,2,0,0,0,0,0,0,0,4,22,1.6,1.9
Neurologist,No,Within a day,maybe,maybe,no,no,41-60,Female,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,1,0,0,2,0,0,0,0,0,0,0,4,19,1.6,1.64
Physician,Yes,Within a week,maybe,maybe,maybe,maybe,15-25,Female,high school,not_specified,doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,vision_problems,diabetes_or_obesity,no_response,2,1,0,0,0,1,0,0,0,0,1,1,0,5,19,2.0,1.64
Neurologist,No,Immediately,no,no,no,yes,15-25,Male,graduate,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,2,0,0,2,1,0,0,0,0,0,0,6,24,2.4,2.07
Physician,Yes,Within a day,maybe,maybe,maybe,maybe,15-25,Male,graduate,"above 8,00,000",family/friend,after_few_days_(2-3days_or_week),other,paralysis_or_weakness,smoking_or_alcohol_or_drugs,no_response,2,1,1,0,0,1,0,0,0,0,1,1,0,5,22,2.0,1.9
Orthopedic,No,Within a week,no,no,no,no,26-40,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,1.6,0.34
Physician,No,Within a day,maybe,maybe,no,no,41-60,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,1,0,0,2,0,0,0,0,0,0,0,4,13,1.6,1.12
Physician,No,Within a day,maybe,no,no,no,26-40,Female,graduate,"4,00,001 - 6,00,000",doctor,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,1,0,0,2,0,0,0,0,0,0,0,4,13,1.6,1.12
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,graduate,"4,00,001 - 6,00,000",emergency_services,immediately,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,2,1,2,1,1,0,1,4,2,0,3,4,0,21,80,8.4,6.9
Neurologist,No,I would not consult a specialist,no,yes,no,no,15-25,Female,graduate,"below 2,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,1,2,0,0,0,0,0,0,0,9,21,3.6,1.81
Physician,No,Within a week,no,no,maybe,no,15-25,Female,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0.8,0.69
Orthopedic,Yes,Immediately,no,no,no,no,15-25,Female,graduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,1,2,0,0,2,0,0,0,0,0,0,0,4,15,1.6,1.29
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,not_specified,family/friend,immediately,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",call_emergency_services,2,1,2,1,1,0,1,0,2,0,3,3,3,21,63,8.4,5.43
Physician,No,Immediately,yes,yes,yes,yes,60+,Female,high school,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,2,1,1,0,1,0,0,0,0,0,0,12,24,4.8,2.07
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Male,high school,not_specified,family/friend,after_few_days_(2-3days_or_week),emergency_services,"speech_or_confusion,paralysis_or_weakness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,2,1,1,1,1,0,1,0,0,4,2,4,0,18,64,7.2,5.52
Physician,No,Immediately,maybe,maybe,no,no,41-60,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,2,0,0,2,0,0,0,0,0,0,0,4,16,1.6,1.38
Physician,No,Within a day,maybe,maybe,no,no,41-60,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,1,0,0,2,0,0,0,0,0,0,0,4,13,1.6,1.12
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",doctor,immediately,other,"speech_or_confusion,vision_problems,dizziness,headache","diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,1,1,1,1,0,1,0,2,0,2,3,0,18,51,7.2,4.4
Physician,No,Immediately,maybe,maybe,no,no,41-60,Female,graduate,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,2,0,0,2,0,0,0,0,0,0,0,4,16,1.6,1.38
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Female,undergraduate,"below 2,00,000",doctor,immediately,hospital_or_medical_centre,"vision_problems,dizziness","diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,2,1,1,1,1,0,1,0,2,3,1,2,3,15,66,6.0,5.69
Orthopedic,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,doctor,after_few_days_(2-3days_or_week),hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",seek_medical_help,0,1,1,1,1,0,1,0,0,3,3,2,0,21,50,8.4,4.31
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,not_specified,hospital,immediately,hospital_or_medical_centre,dizziness,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,2,1,1,1,1,0,1,3,2,3,0,3,0,12,75,4.8,6.47
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,not_specified,hospital,immediately,hospital_or_medical_centre,dizziness,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,2,1,2,1,1,0,1,3,2,3,0,3,0,12,78,4.8,6.72
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,not_specified,hospital,immediately,hospital_or_medical_centre,dizziness,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",seek_medical_help,2,1,1,1,1,0,1,3,2,3,0,3,0,12,75,4.8,6.47
Physician,No,I would not consult a specialist,no,no,no,no,15-25,Female,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86
Neurologist,No,Within a day,no,no,no,no,26-40,Male,other,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,1,0,0,2,0,0,0,0,0,0,0,4,19,1.6,1.64
Neurologist,Yes,Immediately,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",keep_the_person_calm,4,1,2,1,1,0,1,3,2,3,3,3,0,21,93,8.4,8.02
Neurologist,Maybe,Other,no,no,no,no,15-25,Male,graduate,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,2,0,0,0,0,0,0,0,4,16,1.6,1.38
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,15-25,Male,graduate,"below 2,00,000",no_response,immediately,doctor_or_specialist,no_response,Unaware,no_response,0,1,2,1,1,0,1,0,2,0,0,0,0,12,33,4.8,2.84
Physician,No,Immediately,maybe,maybe,no,no,41-60,Male,high school,not_specified,no_response,no_response,hospital_or_medical_centre,no_response,smoking_or_alcohol_or_drugs,no_response,2,0,2,0,0,2,0,0,0,3,0,1,0,4,34,1.6,2.93
Physician,No,Immediately,yes,no,no,no,15-25,Female,graduate,"below 2,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,2,1,0,2,0,0,0,0,0,0,0,9,21,3.6,1.81
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,"2,00,001 - 4,00,000",family/friend,immediately,hospital_or_medical_centre,paralysis_or_weakness,other,seek_medical_help,2,1,2,1,1,0,1,0,2,3,1,0,0,15,57,6.0,4.91
Orthopedic,Yes,Immediately,yes,yes,yes,yes,60+,Male,high school,"2,00,001 - 4,00,000",family/friend,immediately,other,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",seek_medical_help,0,1,2,1,1,0,1,0,2,0,2,3,0,18,48,7.2,4.14
Neurologist,No,Within a day,yes,yes,yes,yes,60+,Male,high school,"4,00,001 - 6,00,000",family/friend,immediately,doctor_or_specialist,no_response,Unaware,seek_medical_help,4,0,1,1,1,0,1,0,2,0,0,0,0,12,37,4.8,3.19
Neurologist,No,I would not consult a specialist,no,no,no,no,26-40,Female,graduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,2,0,0,0,0,0,0,0,4,16,1.6,1.38
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,undergraduate,not_specified,hospital,immediately,hospital_or_medical_centre,dizziness,"blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",seek_medical_help,2,1,1,1,1,0,1,3,2,3,0,3,0,12,75,4.8,6.47
Neurologist,Yes,Within a day,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",keep_the_person_calm,4,1,1,1,1,0,1,0,2,3,3,4,0,21,78,8.4,6.72
Physician,No,Within a day,no,no,no,no,26-40,Female,graduate,"6,00,001 - 8,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,1,0,0,2,0,0,0,0,0,0,0,4,13,1.6,1.12
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,graduate,"4,00,001 - 6,00,000",family/friend,after_few_days_(2-3days_or_week),doctor_or_specialist,dizziness,diabetes_or_obesity,no_response,2,1,2,1,1,0,1,0,0,0,0,1,0,12,32,4.8,2.76
Physician,No,Immediately,yes,yes,yes,yes,60+,Male,graduate,"4,00,001 - 6,00,000",family/friend,after_few_days_(2-3days_or_week),Unknown /No Response,no_response,Unaware,other,2,0,2,1,1,0,1,0,0,0,0,0,0,12,24,4.8,2.07
Physician,Yes,Within a day,maybe,maybe,maybe,maybe,15-25,Male,graduate,"2,00,001 - 4,00,000",family/friend,after_few_days_(2-3days_or_week),emergency_services,"speech_or_confusion,paralysis_or_weakness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",seek_medical_help,2,1,1,0,0,1,0,0,0,4,2,4,0,8,54,3.2,4.66
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,not_specified,doctor,after_few_days_(2-3days_or_week),hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",seek_medical_help,4,1,1,1,1,0,1,0,0,3,3,2,0,21,62,8.4,5.34
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Female,graduate,"4,00,001 - 6,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,2,1,1,1,1,0,1,3,2,3,3,3,0,21,84,8.4,7.24
Physician,Yes,Within a day,yes,yes,yes,maybe,15-25,Male,speciality,"2,00,001 - 4,00,000",family/friend,immediately,hospital_or_medical_centre,paralysis_or_weakness,other,seek_medical_help,2,1,1,1,1,0,0,0,2,3,1,0,0,13,52,5.2,4.48
